Job_ID,Job_Title,Company,Company_Size,Country,Experience_Level,Education_Required,Salary_USD,Required_Skills,Remote_Type,Posted_Month,Applicants,Job_Description
10163,Data Scientist,TechNova,Startup,Germany,Entry,Bachelor's,112005,"TensorFlow, Python, Machine Learning, PyTorch",Remote,Dec,410,Build predictive models and perform advanced analytics.
10164,Business Analyst,DataSphere,Medium,India,Mid,Master's,24850,"Tableau, Excel, SQL",On-site,Mar,245,Gather requirements and improve business processes through data insights.
10165,AI Engineer,InnoSoft,Enterprise,Australia,Mid,Bachelor's,163234,"AWS, Machine Learning, TensorFlow, Python",On-site,Nov,145,Build AI systems using deep learning and generative AI technologies.
10166,AI Engineer,CloudMatrix,Medium,India,Entry,Master's,72188,"Python, Machine Learning, TensorFlow",Hybrid,Nov,451,Build AI systems using deep learning and generative AI technologies.
10167,ML Engineer,ByteWorks,Startup,UK,Entry,Bachelor's,103591,"TensorFlow, Python, AWS, Machine Learning",Remote,Apr,330,Deploy and optimize machine learning models in production.
10168,Business Analyst,DataSphere,Medium,India,Mid,Master's,38957,"SQL, Power BI, Excel",Hybrid,Aug,339,Gather requirements and improve business processes through data insights.
10169,Business Analyst,NextGen AI,Startup,Australia,Senior,Master's,62926,"SQL, Power BI, Tableau, Excel",Hybrid,May,85,Gather requirements and improve business processes through data insights.
10170,Business Analyst,NextGen AI,Startup,Germany,Entry,Master's,39594,"Tableau, Excel, SQL, Power BI",Hybrid,Dec,336,Gather requirements and improve business processes through data insights.
10171,Data Scientist,ByteWorks,Startup,USA,Entry,Bachelor's,94101,"TensorFlow, Machine Learning, SQL",Hybrid,Sep,480,Build predictive models and perform advanced analytics.
10172,Data Scientist,ByteWorks,Startup,UK,Mid,Bachelor's,136023,"Python, SQL, Machine Learning, PyTorch",Remote,Jan,112,Build predictive models and perform advanced analytics.
10173,BI Developer,ByteWorks,Startup,Singapore,Mid,Master's,62451,"Power BI, Excel, SQL, DAX",Remote,Jan,68,Develop interactive dashboards and business intelligence solutions.
10174,Business Analyst,NextGen AI,Startup,Singapore,Entry,Master's,67816,"Power BI, SQL, Tableau",Hybrid,Sep,264,Gather requirements and improve business processes through data insights.
10175,ML Engineer,CloudMatrix,Medium,Canada,Entry,Master's,129382,"AWS, PyTorch, Python, TensorFlow, Machine Learning",Remote,Jan,396,Deploy and optimize machine learning models in production.
10176,Data Engineer,NextGen AI,Startup,Singapore,Entry,Bachelor's,103721,"Spark, Python, AWS, SQL",Hybrid,Jul,440,Design and maintain data pipelines and data warehouses.
10177,Data Engineer,NextGen AI,Startup,Germany,Mid,Bachelor's,134150,"AWS, SQL, Python, Spark",On-site,Mar,115,Design and maintain data pipelines and data warehouses.
10178,ML Engineer,Analytica,Enterprise,USA,Senior,PhD,249692,"Python, Machine Learning, PyTorch, AWS, TensorFlow",On-site,Mar,214,Deploy and optimize machine learning models in production.
10179,AI Engineer,NextGen AI,Startup,India,Mid,Master's,51298,"Machine Learning, AWS, PyTorch",Hybrid,Jan,219,Build AI systems using deep learning and generative AI technologies.
10180,Data Analyst,ByteWorks,Startup,India,Entry,Bachelor's,28352,"DAX, Power BI, SQL, Python, Excel",Hybrid,Apr,412,Analyze business data and create reports and dashboards.
10181,Business Analyst,Insight Corp,Enterprise,Australia,Entry,Bachelor's,59409,"SQL, Power BI, Excel, Tableau",On-site,Nov,265,Gather requirements and improve business processes through data insights.
10182,AI Engineer,TechNova,Startup,India,Mid,Master's,78432,"TensorFlow, Python, Machine Learning",Remote,Nov,301,Build AI systems using deep learning and generative AI technologies.
10183,AI Engineer,CloudMatrix,Medium,UK,Senior,Master's,147598,"TensorFlow, AWS, Machine Learning",On-site,Feb,185,Build AI systems using deep learning and generative AI technologies.
10184,ML Engineer,Insight Corp,Enterprise,UK,Mid,Master's,100476,"Python, TensorFlow, PyTorch, Machine Learning",On-site,Feb,95,Deploy and optimize machine learning models in production.
10185,BI Developer,InnoSoft,Enterprise,UK,Entry,Bachelor's,67952,"Power BI, DAX, SQL, Excel",Remote,Feb,461,Develop interactive dashboards and business intelligence solutions.
10186,Data Scientist,NextGen AI,Startup,Australia,Entry,Master's,109796,"SQL, PyTorch, Python, Machine Learning",Remote,Jul,431,Build predictive models and perform advanced analytics.
10187,Business Analyst,ByteWorks,Startup,India,Mid,Master's,33388,"SQL, Tableau, Excel, Power BI",Remote,Jun,254,Gather requirements and improve business processes through data insights.
10188,Data Analyst,DataSphere,Medium,India,Senior,PhD,53385,"Python, SQL, Power BI",Remote,Sep,289,Analyze business data and create reports and dashboards.
10189,Data Engineer,ByteWorks,Startup,India,Entry,Master's,54624,"AWS, Python, SQL, Spark",Hybrid,Feb,440,Design and maintain data pipelines and data warehouses.
10190,ML Engineer,NextGen AI,Startup,UK,Mid,Bachelor's,151765,"PyTorch, AWS, Python, Machine Learning",Remote,Jul,93,Deploy and optimize machine learning models in production.
10191,BI Developer,ByteWorks,Startup,Canada,Mid,Master's,58481,"Excel, DAX, SQL",Remote,Feb,142,Develop interactive dashboards and business intelligence solutions.
10192,Business Analyst,Insight Corp,Enterprise,India,Senior,PhD,44475,"Tableau, SQL, Power BI, Excel",On-site,Jun,306,Gather requirements and improve business processes through data insights.
10193,Data Engineer,NextGen AI,Startup,Germany,Entry,Master's,114478,"AWS, Spark, Python, SQL",Hybrid,May,305,Design and maintain data pipelines and data warehouses.
10194,AI Engineer,ByteWorks,Startup,Canada,Entry,Master's,139319,"Python, AWS, PyTorch, Machine Learning, TensorFlow",Remote,Dec,340,Build AI systems using deep learning and generative AI technologies.
10195,Data Analyst,ByteWorks,Startup,Singapore,Mid,Bachelor's,77004,"DAX, Power BI, Tableau",Remote,Aug,111,Analyze business data and create reports and dashboards.
10196,Data Engineer,Analytica,Enterprise,UK,Mid,Bachelor's,159077,"Spark, AWS, Python",Hybrid,Apr,227,Design and maintain data pipelines and data warehouses.
10197,ML Engineer,CloudMatrix,Medium,USA,Mid,Bachelor's,113507,"AWS, PyTorch, TensorFlow, Python, Machine Learning",On-site,May,194,Deploy and optimize machine learning models in production.
10198,Business Analyst,NextGen AI,Startup,Germany,Entry,Bachelor's,63312,"Power BI, Excel, SQL",Hybrid,May,497,Gather requirements and improve business processes through data insights.
10199,Data Scientist,DataSphere,Medium,India,Senior,PhD,63769,"PyTorch, SQL, Machine Learning",Remote,Feb,228,Build predictive models and perform advanced analytics.
10200,Data Scientist,Analytica,Enterprise,Canada,Entry,Bachelor's,64477,"Python, Machine Learning, TensorFlow, PyTorch",Remote,Sep,360,Build predictive models and perform advanced analytics.
10201,Business Analyst,CloudMatrix,Medium,UK,Mid,Bachelor's,79066,"SQL, Excel, Tableau, Power BI",On-site,Dec,109,Gather requirements and improve business processes through data insights.
10202,Data Engineer,NextGen AI,Startup,Germany,Mid,Bachelor's,141710,"Spark, AWS, Python",Hybrid,Sep,51,Design and maintain data pipelines and data warehouses.
10203,Business Analyst,CloudMatrix,Medium,Canada,Entry,Bachelor's,40347,"Power BI, Tableau, SQL, Excel",Hybrid,Jun,342,Gather requirements and improve business processes through data insights.
10204,BI Developer,Analytica,Enterprise,UK,Entry,Bachelor's,62543,"SQL, Excel, Power BI, DAX",Hybrid,Jun,328,Develop interactive dashboards and business intelligence solutions.
10205,ML Engineer,InnoSoft,Enterprise,UK,Entry,Master's,92763,"Machine Learning, TensorFlow, PyTorch, Python",Hybrid,May,395,Deploy and optimize machine learning models in production.
10206,Business Analyst,InnoSoft,Enterprise,Canada,Senior,PhD,59177,"SQL, Excel, Tableau, Power BI",On-site,Nov,141,Gather requirements and improve business processes through data insights.
10207,Data Scientist,ByteWorks,Startup,Singapore,Senior,PhD,203762,"Machine Learning, TensorFlow, Python",Remote,Apr,92,Build predictive models and perform advanced analytics.
10208,Data Engineer,Insight Corp,Enterprise,USA,Mid,Master's,174901,"Python, SQL, Spark, AWS",Hybrid,Sep,190,Design and maintain data pipelines and data warehouses.
10209,Business Analyst,ByteWorks,Startup,India,Mid,Bachelor's,31624,"Excel, SQL, Tableau, Power BI",Hybrid,Dec,180,Gather requirements and improve business processes through data insights.
10210,Data Engineer,CloudMatrix,Medium,Australia,Mid,Master's,147510,"SQL, Python, AWS",Hybrid,Oct,92,Design and maintain data pipelines and data warehouses.
10211,Data Engineer,InnoSoft,Enterprise,Canada,Senior,PhD,154164,"Python, AWS, SQL, Spark",Hybrid,Nov,124,Design and maintain data pipelines and data warehouses.
10212,Business Analyst,InnoSoft,Enterprise,USA,Entry,Master's,61108,"Power BI, Tableau, SQL, Excel",Hybrid,Feb,313,Gather requirements and improve business processes through data insights.
10213,ML Engineer,DataSphere,Medium,Germany,Mid,Bachelor's,136650,"AWS, Machine Learning, TensorFlow, Python",On-site,Dec,227,Deploy and optimize machine learning models in production.
10214,Data Scientist,CloudMatrix,Medium,Australia,Entry,Bachelor's,109916,"TensorFlow, PyTorch, Machine Learning, SQL",On-site,Oct,314,Build predictive models and perform advanced analytics.
10215,AI Engineer,Analytica,Enterprise,Australia,Entry,Master's,86710,"Python, Machine Learning, AWS, TensorFlow",Hybrid,Jan,186,Build AI systems using deep learning and generative AI technologies.
10216,Data Scientist,NextGen AI,Startup,Singapore,Senior,PhD,166540,"Python, TensorFlow, Machine Learning, PyTorch",On-site,Nov,90,Build predictive models and perform advanced analytics.
10217,ML Engineer,InnoSoft,Enterprise,India,Entry,Bachelor's,56269,"Python, Machine Learning, AWS, TensorFlow, PyTorch",Hybrid,Oct,498,Deploy and optimize machine learning models in production.
10218,Business Analyst,Analytica,Enterprise,India,Entry,Bachelor's,28132,"SQL, Tableau, Excel",Remote,Feb,426,Gather requirements and improve business processes through data insights.
10219,BI Developer,CloudMatrix,Medium,Canada,Entry,Master's,49916,"SQL, DAX, Excel, Power BI",Remote,Dec,350,Develop interactive dashboards and business intelligence solutions.
10220,Business Analyst,InnoSoft,Enterprise,Germany,Mid,Master's,77616,"SQL, Excel, Tableau",Remote,Jul,105,Gather requirements and improve business processes through data insights.
10221,BI Developer,InnoSoft,Enterprise,USA,Entry,Bachelor's,55521,"DAX, Excel, SQL, Power BI",Hybrid,Sep,354,Develop interactive dashboards and business intelligence solutions.
10222,Data Engineer,NextGen AI,Startup,Singapore,Entry,Bachelor's,78044,"SQL, AWS, Python",Hybrid,Jun,411,Design and maintain data pipelines and data warehouses.
10223,BI Developer,InnoSoft,Enterprise,Germany,Senior,Master's,125638,"Power BI, Excel, SQL, DAX",Hybrid,Jan,157,Develop interactive dashboards and business intelligence solutions.
10224,BI Developer,NextGen AI,Startup,India,Senior,Master's,54778,"Excel, Power BI, DAX, SQL",Hybrid,May,265,Develop interactive dashboards and business intelligence solutions.
10225,Data Analyst,Insight Corp,Enterprise,India,Mid,Bachelor's,32802,"DAX, Python, Excel, Power BI, SQL",Remote,Jan,207,Analyze business data and create reports and dashboards.
10226,Business Analyst,DataSphere,Medium,Germany,Entry,Master's,39245,"SQL, Power BI, Excel, Tableau",Remote,Jun,273,Gather requirements and improve business processes through data insights.
10227,Data Engineer,Insight Corp,Enterprise,USA,Entry,Bachelor's,110227,"Spark, SQL, AWS",On-site,May,367,Design and maintain data pipelines and data warehouses.
10228,ML Engineer,DataSphere,Medium,Germany,Mid,Bachelor's,148727,"TensorFlow, PyTorch, Python, Machine Learning, AWS",Hybrid,Apr,64,Deploy and optimize machine learning models in production.
10229,ML Engineer,TechNova,Startup,India,Senior,Master's,62359,"TensorFlow, Machine Learning, Python, AWS",Hybrid,Jun,167,Deploy and optimize machine learning models in production.
10230,Business Analyst,ByteWorks,Startup,Singapore,Entry,Master's,42848,"Excel, Tableau, Power BI, SQL",Remote,Feb,391,Gather requirements and improve business processes through data insights.
10231,Data Scientist,Insight Corp,Enterprise,Australia,Senior,PhD,162574,"TensorFlow, Machine Learning, SQL",Hybrid,Dec,72,Build predictive models and perform advanced analytics.
10232,Data Engineer,NextGen AI,Startup,Germany,Entry,Bachelor's,125698,"SQL, Python, Spark, AWS",Hybrid,Apr,397,Design and maintain data pipelines and data warehouses.
10233,Data Engineer,CloudMatrix,Medium,Singapore,Senior,Master's,115910,"AWS, Spark, SQL, Python",Remote,Sep,135,Design and maintain data pipelines and data warehouses.
10234,Business Analyst,ByteWorks,Startup,Germany,Senior,PhD,71035,"SQL, Power BI, Tableau",Remote,Aug,232,Gather requirements and improve business processes through data insights.
10235,ML Engineer,DataSphere,Medium,UK,Entry,Master's,92249,"Python, AWS, PyTorch, Machine Learning, TensorFlow",Remote,May,413,Deploy and optimize machine learning models in production.
10236,AI Engineer,CloudMatrix,Medium,Australia,Entry,Bachelor's,119485,"TensorFlow, Machine Learning, PyTorch",Remote,Mar,346,Build AI systems using deep learning and generative AI technologies.
10237,Data Analyst,InnoSoft,Enterprise,Germany,Mid,Master's,80596,"Power BI, Excel, DAX",Hybrid,Feb,80,Analyze business data and create reports and dashboards.
10238,Data Analyst,InnoSoft,Enterprise,Australia,Mid,Master's,53598,"SQL, Python, DAX, Power BI",On-site,Sep,105,Analyze business data and create reports and dashboards.
10239,Data Analyst,Insight Corp,Enterprise,Canada,Senior,PhD,76695,"Tableau, DAX, SQL, Python",On-site,Feb,57,Analyze business data and create reports and dashboards.
10240,AI Engineer,InnoSoft,Enterprise,India,Entry,Bachelor's,53610,"Python, PyTorch, Machine Learning, AWS, TensorFlow",Hybrid,Nov,334,Build AI systems using deep learning and generative AI technologies.
10241,Data Scientist,InnoSoft,Enterprise,India,Senior,PhD,81688,"Machine Learning, SQL, TensorFlow",On-site,Aug,136,Build predictive models and perform advanced analytics.
10242,Data Analyst,ByteWorks,Startup,Singapore,Mid,Bachelor's,80982,"Excel, Power BI, SQL, Python",On-site,Nov,104,Analyze business data and create reports and dashboards.
10243,BI Developer,Analytica,Enterprise,Germany,Senior,Master's,117205,"Power BI, Excel, SQL, DAX",Remote,Jul,65,Develop interactive dashboards and business intelligence solutions.
10244,AI Engineer,CloudMatrix,Medium,Germany,Mid,Master's,172717,"PyTorch, AWS, TensorFlow, Python, Machine Learning",On-site,Oct,138,Build AI systems using deep learning and generative AI technologies.
10245,Business Analyst,TechNova,Startup,Australia,Mid,Bachelor's,49318,"SQL, Excel, Power BI, Tableau",Hybrid,May,170,Gather requirements and improve business processes through data insights.
10246,Data Engineer,TechNova,Startup,Australia,Senior,PhD,149411,"Spark, Python, AWS, SQL",On-site,Dec,197,Design and maintain data pipelines and data warehouses.
10247,ML Engineer,CloudMatrix,Medium,UK,Entry,Master's,117985,"AWS, PyTorch, Python",Remote,Jan,439,Deploy and optimize machine learning models in production.
10248,Data Analyst,TechNova,Startup,USA,Mid,Bachelor's,57882,"Tableau, SQL, DAX, Power BI",Hybrid,Jun,184,Analyze business data and create reports and dashboards.
10249,Data Analyst,TechNova,Startup,USA,Mid,Bachelor's,67853,"Excel, Python, DAX, Power BI, SQL",Remote,Jun,248,Analyze business data and create reports and dashboards.
10250,BI Developer,CloudMatrix,Medium,USA,Senior,Master's,125808,"DAX, SQL, Power BI, Excel",On-site,Jul,213,Develop interactive dashboards and business intelligence solutions.
10251,BI Developer,Insight Corp,Enterprise,USA,Entry,Bachelor's,50117,"SQL, Excel, Power BI, DAX",Hybrid,Aug,475,Develop interactive dashboards and business intelligence solutions.
10252,Business Analyst,CloudMatrix,Medium,Singapore,Entry,Master's,59591,"Power BI, SQL, Excel",Hybrid,Apr,273,Gather requirements and improve business processes through data insights.
